,accession,start,end,strand,gene_name,old_locus_tag,gene_product,ncbi_protein,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
b2934,U00096.3,3078887,3079330,-,cmtB,,mannitol-specific PTS enzyme IIA component CmtB,AAC75971.1,316407.85675744,5.15e-100,290.0,"COG1762@1|root,COG1762@2|Bacteria,1RKSR@1224|Proteobacteria,1S6J2@1236|Gammaproteobacteria,3XPPH@561|Escherichia",2|Bacteria,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II CmtAB PTS system is involved in D-mannitol transport",cmtB,"GO:0001932,GO:0001934,GO:0003674,GO:0003824,GO:0004857,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0008047,GO:0008150,GO:0008152,GO:0008643,GO:0009058,GO:0009059,GO:0009401,GO:0009893,GO:0009987,GO:0010033,GO:0010243,GO:0010467,GO:0010562,GO:0010604,GO:0015144,GO:0015711,GO:0015749,GO:0015791,GO:0015796,GO:0015849,GO:0015850,GO:0015882,GO:0016020,GO:0016021,GO:0016070,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019207,GO:0019209,GO:0019220,GO:0019222,GO:0019438,GO:0019887,GO:0022804,GO:0022857,GO:0022898,GO:0030234,GO:0030295,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032147,GO:0032268,GO:0032270,GO:0032409,GO:0032412,GO:0032774,GO:0032879,GO:0033674,GO:0034219,GO:0034220,GO:0034641,GO:0034645,GO:0034654,GO:0034762,GO:0034765,GO:0035461,GO:0042221,GO:0042325,GO:0042327,GO:0043085,GO:0043086,GO:0043170,GO:0043269,GO:0043549,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045859,GO:0045860,GO:0045937,GO:0046483,GO:0046942,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051049,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051180,GO:0051181,GO:0051182,GO:0051234,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051476,GO:0055085,GO:0060255,GO:0065007,GO:0065009,GO:0071702,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0090563,GO:0090581,GO:0090584,GO:0090585,GO:0097659,GO:0098656,GO:0098772,GO:1901264,GO:1901360,GO:1901362,GO:1901576,GO:1901656,GO:1901698,GO:1903825,GO:1905039","2.7.1.194,2.7.1.195,2.7.1.197,2.7.1.200,2.7.1.202,2.7.3.9","ko:K02768,ko:K02769,ko:K02770,ko:K02773,ko:K02798,ko:K02806,ko:K02821,ko:K08483,ko:K11189,ko:K11198,ko:K11199,ko:K11200,ko:K11201,ko:K18531","ko00051,ko00052,ko00053,ko01100,ko01120,ko02060,map00051,map00052,map00053,map01100,map01120,map02060","M00273,M00274,M00279,M00283,M00305,M00306,M00550","R02704,R03232,R05570,R07671,R11169","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.2.1,4.A.2.1.12,4.A.2.1.2,4.A.2.1.24,4.A.2.1.3,4.A.2.1.5,4.A.5.1,4.A.7.1,8.A.7",-,"iECABU_c1320.ECABU_c47530,iECUMN_1333.ECUMN_4728,iEcSMS35_1347.EcSMS35_4666,ic_1306.c5284",PTS_EIIA_2
b2935,U00096.3,3079644,3081635,-,tktA,,transketolase 1,AAT48155.1,316407.85675745,0.0,1318.0,"COG0021@1|root,COG0021@2|Bacteria,1MUEY@1224|Proteobacteria,1RMWP@1236|Gammaproteobacteria,3XMMK@561|Escherichia",2|Bacteria,G,"Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate",tkt,"GO:0000302,GO:0003674,GO:0003824,GO:0004802,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006098,GO:0006139,GO:0006355,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009635,GO:0009636,GO:0009719,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010035,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016740,GO:0016744,GO:0019219,GO:0019222,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0019842,GO:0030145,GO:0030976,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0033554,GO:0034599,GO:0034614,GO:0034641,GO:0035690,GO:0036094,GO:0036245,GO:0042221,GO:0042493,GO:0042542,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0046496,GO:0046677,GO:0046872,GO:0046914,GO:0048037,GO:0048518,GO:0048522,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051156,GO:0051171,GO:0051173,GO:0051186,GO:0051252,GO:0051254,GO:0051716,GO:0055086,GO:0060255,GO:0065007,GO:0070301,GO:0070887,GO:0071236,GO:0071310,GO:0071417,GO:0071495,GO:0071704,GO:0072524,GO:0072747,GO:0072756,GO:0080090,GO:0097159,GO:0097237,GO:1901135,GO:1901322,GO:1901360,GO:1901363,GO:1901562,GO:1901564,GO:1901654,GO:1901655,GO:1901681,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",2.2.1.1,ko:K00615,"ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007,M00165,M00167","R01067,R01641,R01830,R06590","RC00032,RC00226,RC00571,RC01560","ko00000,ko00001,ko00002,ko01000",-,-,"iECABU_c1320.ECABU_c27750,iLF82_1304.LF82_2271,iNRG857_1313.NRG857_12300,iSDY_1059.SDY_3141,iYL1228.KPN_01127,ic_1306.c2990","Transket_pyr,Transketolase_C,Transketolase_N"
b2936,U00096.3,3081913,3082671,+,loiP,,metalloprotease LoiP,AAC75973.2,316407.85675746,2.36e-168,471.0,"COG0501@1|root,COG0501@2|Bacteria,1NK9F@1224|Proteobacteria,1RQSJ@1236|Gammaproteobacteria,3XM4R@561|Escherichia",2|Bacteria,O,Metalloprotease that cleaves substrates preferentially between Phe-Phe residues. Plays a role in response to some stress conditions. Seems to regulate the expression of speB,yggG,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0006508,GO:0006807,GO:0006950,GO:0006970,GO:0006971,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009266,GO:0009279,GO:0009314,GO:0009408,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0016020,GO:0016787,GO:0019538,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0033554,GO:0034605,GO:0034644,GO:0043170,GO:0044238,GO:0044462,GO:0044464,GO:0050896,GO:0051716,GO:0070011,GO:0071214,GO:0071470,GO:0071476,GO:0071478,GO:0071482,GO:0071704,GO:0071944,GO:0104004,GO:0140096,GO:1901564",-,ko:K07387,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,Peptidase_M48
b2937,U00096.3,3082877,3083797,-,speB,,agmatinase,AAC75974.1,316407.85675747,1.62e-227,625.0,"COG0010@1|root,COG0010@2|Bacteria,1MVFH@1224|Proteobacteria,1RMH5@1236|Gammaproteobacteria,3XNY2@561|Escherichia",2|Bacteria,E,Catalyzes the formation of putrescine from agmatine,speB,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006576,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0008783,GO:0009058,GO:0009308,GO:0009309,GO:0009445,GO:0009446,GO:0009987,GO:0016787,GO:0016810,GO:0016813,GO:0030145,GO:0034641,GO:0042401,GO:0043167,GO:0043169,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0071704,GO:0097164,GO:1901564,GO:1901566,GO:1901576","3.5.3.11,3.5.3.8","ko:K01479,ko:K01480,ko:K12541","ko00330,ko00340,ko01100,ko02010,map00330,map00340,map01100,map02010","M00045,M00133,M00330","R01157,R02285","RC00024,RC00221,RC00329,RC00681","ko00000,ko00001,ko00002,ko01000,ko02000,ko02044","3.A.1.109.3,3.A.1.109.4",-,"iB21_1397.B21_02730,iECB_1328.ECB_02767,iECD_1391.ECD_02767,iSbBS512_1146.SbBS512_E3370",Arginase
b2938,U00096.3,3083935,3085911,-,speA,,biosynthetic arginine decarboxylase,AAC75975.1,316407.85675748,0.0,1314.0,"COG1166@1|root,COG1166@2|Bacteria,1MU80@1224|Proteobacteria,1RP2J@1236|Gammaproteobacteria,3XMWR@561|Escherichia",2|Bacteria,H,Catalyzes the biosynthesis of agmatine from arginine,speA,"GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006525,GO:0006527,GO:0006576,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0008792,GO:0009056,GO:0009058,GO:0009063,GO:0009064,GO:0009065,GO:0009308,GO:0009309,GO:0009445,GO:0009446,GO:0009987,GO:0016054,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0034641,GO:0042401,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044282,GO:0046395,GO:0071704,GO:0097164,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606",4.1.1.19,ko:K01585,"ko00330,ko01100,map00330,map01100",M00133,R00566,RC00299,"ko00000,ko00001,ko00002,ko01000",-,-,"iAPECO1_1312.APECO1_3590,iE2348C_1286.E2348C_3191,iEC55989_1330.EC55989_3231,iECABU_c1320.ECABU_c32250,iECED1_1282.ECED1_3401,iECIAI1_1343.ECIAI1_3071,iECIAI39_1322.ECIAI39_3358,iECO103_1326.ECO103_3518,iECO26_1355.ECO26_4037,iECOK1_1307.ECOK1_3327,iECP_1309.ECP_2933,iECS88_1305.ECS88_3221,iECSE_1348.ECSE_3207,iECSF_1327.ECSF_2737,iECSP_1301.ECSP_3909,iECUMN_1333.ECUMN_3290,iECW_1372.ECW_m3198,iECs_1301.ECs3814,iEKO11_1354.EKO11_0788,iEcE24377_1341.EcE24377A_3281,iEcHS_1320.EcHS_A3096,iEcolC_1368.EcolC_0773,iG2583_1286.G2583_3597,iIT341.HP0422,iLF82_1304.LF82_2157,iNRG857_1313.NRG857_14440,iPC815.YPO0929,iSBO_1134.SBO_3051,iSDY_1059.SDY_3134,iSSON_1240.SSON_3092,iSbBS512_1146.SbBS512_E3371,iWFL_1372.ECW_m3198,iZ_1308.Z4283",Orn_Arg_deC_N
b2939,U00096.3,3085920,3086051,-,yqgB,,acid stress response protein YqgB,AAC75976.2,316407.85675749,2.99e-23,88.6,"2ESCK@1|root,33JXD@2|Bacteria,1NHU0@1224|Proteobacteria,1SGJ0@1236|Gammaproteobacteria",2|Bacteria,S,Virulence promoting factor,yqgB,"GO:0008150,GO:0009268,GO:0009628,GO:0010447,GO:0050896",-,-,-,-,-,-,-,-,-,-,YqgB
b4784,U00096.3,3086145,3086288,-,yqgG,,protein YqgG,QNV50537.1,,,,,,,,,,,,,,,,,,,,
b2940,U00096.3,3086187,3086402,+,yqgC,,protein YqgC,AAC75977.1,316407.85675750,3.6e-42,138.0,"2C21F@1|root,2ZIDX@2|Bacteria,1P7YV@1224|Proteobacteria,1STZK@1236|Gammaproteobacteria",2|Bacteria,S,Uncharacterized yqgC,yqgC,-,-,-,-,-,-,-,-,-,-,-,yqgC
b2941,U00096.3,3086399,3086650,-,yqgD,,DUF2684 domain-containing protein YqgD,AYC08242.1,469008.B21_02734,1.23e-52,165.0,"2C4JF@1|root,2ZP5F@2|Bacteria,1PBF5@1224|Proteobacteria,1SU2F@1236|Gammaproteobacteria",2|Bacteria,S,Protein of unknown function (DUF2684),yqgD,-,-,-,-,-,-,-,-,-,-,-,DUF2684
b2942,U00096.3,3086706,3087860,+,metK,,methionine adenosyltransferase,AAC75979.1,199310.c3528,5.35e-271,742.0,"COG0192@1|root,COG0192@2|Bacteria,1MUFQ@1224|Proteobacteria,1RNV6@1236|Gammaproteobacteria,3XP3M@561|Escherichia",2|Bacteria,H,"Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme",metK,"GO:0000096,GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004478,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006534,GO:0006555,GO:0006556,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009066,GO:0009069,GO:0009108,GO:0009116,GO:0009119,GO:0009987,GO:0016740,GO:0016765,GO:0017076,GO:0017144,GO:0019752,GO:0030554,GO:0030955,GO:0031420,GO:0032553,GO:0032555,GO:0032559,GO:0033353,GO:0034641,GO:0035639,GO:0036094,GO:0042278,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046128,GO:0046439,GO:0046483,GO:0046498,GO:0046500,GO:0046872,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0097159,GO:0097367,GO:1901135,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901576,GO:1901605,GO:1901657",2.5.1.6,ko:K00789,"ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230","M00034,M00035,M00368,M00609","R00177,R04771","RC00021,RC01211","ko00000,ko00001,ko00002,ko01000",-,-,"iJN746.PP_4967,iYL1228.KPN_03375","S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N"
b2943,U00096.3,3088284,3089678,+,galP,,galactose:H(+) symporter,AAC75980.1,199310.c3529,0.0,896.0,"COG0477@1|root,COG2814@2|Bacteria,1MVKJ@1224|Proteobacteria,1RMHJ@1236|Gammaproteobacteria,3XN94@561|Escherichia",2|Bacteria,EGP,across the boundary membrane with the concomitant transport of protons into the cell (symport system),galP,"GO:0003674,GO:0005215,GO:0005351,GO:0005354,GO:0005402,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0009679,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015517,GO:0015672,GO:0015749,GO:0015757,GO:0016020,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0044464,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600",-,"ko:K02100,ko:K05548,ko:K08137",-,-,-,-,"ko00000,ko02000","2.A.1.1.1,2.A.1.1.2,2.A.1.15",-,iG2583_1286.G2583_3602,Sugar_tr
b2944,U00096.3,3089755,3090252,+,yggI,,protein YggI,AAC75981.1,316407.85675754,4.0800000000000004e-117,335.0,"COG3091@1|root,COG3091@2|Bacteria,1RJW4@1224|Proteobacteria,1S70F@1236|Gammaproteobacteria,3XP6D@561|Escherichia",2|Bacteria,S,Belongs to the SprT family,sprT,-,-,ko:K02742,-,-,-,-,ko00000,-,-,-,"SprT-like,Zn_ribbon_SprT"
b2945,U00096.3,3090347,3091054,+,endA,,DNA-specific endonuclease I,AAC75982.1,316407.85675755,6.370000000000001e-169,471.0,"COG2356@1|root,COG2356@2|Bacteria,1MXQM@1224|Proteobacteria,1RPX9@1236|Gammaproteobacteria,3XN9S@561|Escherichia",2|Bacteria,L,deoxyribonuclease I activity,endA,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005576,GO:0005623,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016788,GO:0016888,GO:0016893,GO:0019439,GO:0034641,GO:0034655,GO:0042597,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901575",3.1.21.1,ko:K01150,-,-,-,-,"ko00000,ko01000",-,-,-,"DUF1524,Endonuclease_1"
b2946,U00096.3,3091134,3091865,+,rsmE,,16S rRNA m(3)U1498 methyltransferase,AAC75983.2,199310.c3532,6.22e-173,483.0,"COG1385@1|root,COG1385@2|Bacteria,1MXCU@1224|Proteobacteria,1RPBN@1236|Gammaproteobacteria,3XN95@561|Escherichia",2|Bacteria,J,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,rsmE,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016436,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070042,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",2.1.1.193,ko:K09761,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,Methyltrans_RNA
b2947,U00096.3,3091878,3092828,+,gshB,,glutathione synthetase,AAC75984.1,316407.85675757,8.069999999999999e-233,640.0,"COG0189@1|root,COG0189@2|Bacteria,1MVUA@1224|Proteobacteria,1RMU0@1236|Gammaproteobacteria,3XNGA@561|Escherichia",2|Bacteria,F,glutathione synthase activity,gshB,"GO:0000287,GO:0003674,GO:0003824,GO:0004363,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042398,GO:0042601,GO:0042763,GO:0043043,GO:0043167,GO:0043169,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:1901564,GO:1901566,GO:1901576","6.3.2.2,6.3.2.3","ko:K01919,ko:K01920,ko:K05844","ko00270,ko00480,ko01100,map00270,map00480,map01100",M00118,"R00497,R00894,R10993,R10994","RC00064,RC00090,RC00096,RC00141","ko00000,ko00001,ko00002,ko01000,ko03009",-,-,"iECED1_1282.ECED1_3410,iECP_1309.ECP_2941","ATPgrasp_YheCD,GSH-S_ATP,GSH-S_N"
b2948,U00096.3,3092937,3093500,+,yqgE,,DUF179 domain-containing protein YqgE,AAC75985.2,199310.c3534,1.0000000000000001e-131,374.0,"COG1678@1|root,COG1678@2|Bacteria,1RCXM@1224|Proteobacteria,1S3YV@1236|Gammaproteobacteria,3XNIK@561|Escherichia",2|Bacteria,K,Belongs to the UPF0301 (AlgH) family,yqgE,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,ko:K07735,-,-,-,-,"ko00000,ko03000",-,-,-,DUF179
b2949,U00096.3,3093500,3093916,+,yqgF,,ribonuclease H-like domain-containing nuclease,AAC75986.1,316407.85675759,3.43e-96,280.0,"COG0816@1|root,COG0816@2|Bacteria,1RDHZ@1224|Proteobacteria,1S96Q@1236|Gammaproteobacteria,3XPKW@561|Escherichia",2|Bacteria,J,Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA,yqgF,"GO:0000966,GO:0000967,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008296,GO:0008408,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0022613,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0040007,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0140097,GO:1901360",-,ko:K07447,-,-,-,-,"ko00000,ko01000",-,-,-,RuvX
b2950,U00096.3,3094100,3095080,-,yggR,,Type II/IV secretion system family protein,AAC75987.2,316407.85675760,1.45e-231,637.0,"COG2805@1|root,COG2805@2|Bacteria,1MU3J@1224|Proteobacteria,1RN8G@1236|Gammaproteobacteria,3XN5A@561|Escherichia",2|Bacteria,NU,ATP binding,pilT,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,ko:K02669,-,-,-,-,"ko00000,ko02035,ko02044",3.A.15.2,-,-,T2SSE
b2951,U00096.3,3095098,3095802,+,yggS,,PLP homeostasis protein,AAC75988.1,316407.85675761,3.14e-164,459.0,"COG0325@1|root,COG0325@2|Bacteria,1MWN7@1224|Proteobacteria,1RNPM@1236|Gammaproteobacteria,3XM2S@561|Escherichia",2|Bacteria,S,"Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis",yggS,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008144,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050662,GO:0070279,GO:0097159,GO:1901363",-,ko:K06997,-,-,-,-,ko00000,-,-,-,Ala_racemase_N
b2952,U00096.3,3095820,3096386,+,yggT,,uncharacterized protein YggT,AAC75989.1,316407.85675762,4.38e-121,347.0,"COG0762@1|root,COG0762@2|Bacteria,1RCZV@1224|Proteobacteria,1S6DW@1236|Gammaproteobacteria,3XNT9@561|Escherichia",2|Bacteria,S,YGGT family,yggT,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K02221,-,-,-,-,"ko00000,ko02044",-,-,-,YGGT
b2953,U00096.3,3096383,3096673,+,yggU,,DUF167 domain-containing protein YggU,AAC75990.2,511145.b2953,5.39e-62,190.0,"COG1872@1|root,COG1872@2|Bacteria,1MZ4E@1224|Proteobacteria,1S9AB@1236|Gammaproteobacteria,3XPV2@561|Escherichia",2|Bacteria,S,"Uncharacterised ACR, YggU family COG1872",yggU,-,-,ko:K09131,-,-,-,-,ko00000,-,-,-,DUF167
b2954,U00096.3,3096681,3097274,+,rdgB,,dITP/XTP pyrophosphatase,AAC75991.1,316407.85675764,6.99e-136,385.0,"COG0127@1|root,COG0127@2|Bacteria,1MUK5@1224|Proteobacteria,1S27C@1236|Gammaproteobacteria,3XNRH@561|Escherichia",2|Bacteria,F,"Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions",rdgB,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035870,GO:0036220,GO:0036222,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0046983,GO:0047429,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576","3.6.1.66,5.1.1.3","ko:K01776,ko:K02428","ko00230,ko00471,ko01100,map00230,map00471,map01100",-,"R00260,R00426,R00720,R01855,R02100,R02720,R03531","RC00002,RC00302","ko00000,ko00001,ko01000,ko01011",-,-,"iAF987.Gmet_1875,iEC55989_1330.EC55989_3247,iECO111_1330.ECO111_3702,iECSE_1348.ECSE_3222,iECW_1372.ECW_m3212,iEKO11_1354.EKO11_0774,iEcE24377_1341.EcE24377A_3298,iWFL_1372.ECW_m3212",Ham1p_like
b2955,U00096.3,3097267,3098403,+,hemW,,heme chaperone HemW,AAC75992.1,316407.85675765,2.33e-286,780.0,"COG0635@1|root,COG0635@2|Bacteria,1MU76@1224|Proteobacteria,1RN6I@1236|Gammaproteobacteria,3XNIP@561|Escherichia",2|Bacteria,H,Involved in the biosynthesis of porphyrin-containing compound,yggW,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",-,-,-,-,-,-,-,-,-,-,"HemN_C,Radical_SAM"
b2956,U00096.3,3098558,3099565,-,yggM,,DUF1202 domain-containing protein YggM,AAC75993.1,316407.85675766,1.4e-238,656.0,"28JQ2@1|root,2Z9G0@2|Bacteria,1R82P@1224|Proteobacteria,1RRVP@1236|Gammaproteobacteria,3XP2M@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF1202),yggM,-,-,-,-,-,-,-,-,-,-,-,DUF1202
